(
(     0.0	 0.02533)
(  1800.0	 0.02526)
(  3600.0	 0.02522)
(  5400.0	 0.02514)
(  7200.0	 0.02510)
(  9000.0	 0.02503)
( 10800.0	 0.02492)
( 12600.0	 0.02484)
( 14400.0	 0.02477)
( 16200.0	 0.02469)
( 18000.0	 0.02469)
( 19800.0	 0.02466)
( 21600.0	 0.02462)
( 23400.0	 0.02462)
( 25200.0	 0.02469)
( 27000.0	 0.02477)
( 28800.0	 0.02492)
( 30600.0	 0.02522)
( 32400.0	 0.02526)
( 34200.0	 0.02556)
( 36000.0	 0.02556)
( 37800.0	 0.02564)
( 39600.0	 0.02610)
( 41400.0	 0.02694)
( 43200.0	 0.02793)
( 45000.0	 0.02853)
( 46800.0	 0.02892)
( 48600.0	 0.02914)
( 50400.0	 0.02936)
( 52200.0	 0.03022)
( 54000.0	 0.03041)
( 55800.0	 0.02905)
( 57600.0	 0.02910)
( 59400.0	 0.02827)
( 61200.0	 0.02785)
( 63000.0	 0.02802)
( 64800.0	 0.02789)
( 66600.0	 0.02785)
( 68400.0	 0.02781)
( 70200.0	 0.02776)
( 72000.0	 0.02751)
( 73800.0	 0.02731)
( 75600.0	 0.02690)
( 77400.0	 0.02548)
( 79200.0	 0.02455)
( 81000.0	 0.02451)
( 82800.0	 0.02444)
( 84600.0	 0.02481)
( 86400.0	 0.02481)
( 88200.0	 0.02469)
( 90000.0	 0.02477)
( 91800.0	 0.02481)
( 93600.0	 0.02484)
( 95400.0	 0.02473)
( 97200.0	 0.02466)
( 99000.0	 0.02462)
(100800.0	 0.02458)
(102600.0	 0.02451)
(104400.0	 0.02447)
(106200.0	 0.02440)
(108000.0	 0.02440)
(109800.0	 0.02436)
(111600.0	 0.02444)
(113400.0	 0.02451)
(115200.0	 0.02477)
(117000.0	 0.02488)
(118800.0	 0.02499)
(120600.0	 0.02507)
(122400.0	 0.02533)
(124200.0	 0.02544)
(126000.0	 0.02568)
(127800.0	 0.02568)
(129600.0	 0.02595)
(131400.0	 0.02579)
(133200.0	 0.02599)
(135000.0	 0.02618)
(136800.0	 0.02595)
(138600.0	 0.02602)
(140400.0	 0.02602)
(142200.0	 0.02599)
(144000.0	 0.02591)
(145800.0	 0.02591)
(147600.0	 0.02583)
(149400.0	 0.02571)
(151200.0	 0.02564)
(153000.0	 0.02556)
(154800.0	 0.02548)
(156600.0	 0.02541)
(158400.0	 0.02533)
(160200.0	 0.02526)
(162000.0	 0.02518)
(163800.0	 0.02514)
(165600.0	 0.02510)
(167400.0	 0.02499)
(169200.0	 0.02492)
(171000.0	 0.02477)
)
