(
(     0.0	-2.76000)
(  3600.0	-4.07000)
(  7200.0	-3.14000)
( 10800.0	-5.79000)
( 14400.0	-6.76000)
( 18000.0	-6.37000)
( 21600.0	-4.30000)
( 25200.0	-3.45000)
( 28800.0	 3.04000)
( 32400.0	76.10000)
( 36000.0	125.00000)
( 39600.0	210.00000)
( 43200.0	230.00000)
( 46800.0	254.00000)
( 50400.0	194.00000)
( 54000.0	101.00000)
( 57600.0	56.30000)
( 61200.0	-1.53000)
( 64800.0	-3.35000)
( 68400.0	-7.90000)
( 72000.0	-10.90000)
( 75600.0	-8.86000)
( 79200.0	-4.80000)
( 82800.0	-7.89000)
( 86400.0	-11.00000)
( 90000.0	-6.90000)
( 93600.0	-3.84000)
( 97200.0	-3.52000)
(100800.0	-3.94000)
(104400.0	-2.43000)
(108000.0	-1.31000)
(111600.0	-1.56000)
(115200.0	17.30000)
(118800.0	94.60000)
(122400.0	147.00000)
(126000.0	186.00000)
(129600.0	261.00000)
(133200.0	204.00000)
(136800.0	204.00000)
(140400.0	162.00000)
(144000.0	50.20000)
(147600.0	-1.25000)
(151200.0	-3.43000)
(154800.0	-0.45200)
(158400.0	-10.50000)
(162000.0	-5.08000)
(165600.0	-2.69000)
(169200.0	-6.66000)
(172800.0	-2.49000)
(176400.0	-2.65000)
(180000.0	-1.17000)
(183600.0	-14.00000)
(187200.0	-7.84000)
(190800.0	-3.78000)
(194400.0	-4.39000)
(198000.0	-4.28000)
(201600.0	 5.05000)
(205200.0	76.10000)
(208800.0	128.00000)
(212400.0	221.00000)
(216000.0	255.00000)
(219600.0	219.00000)
(223200.0	238.00000)
(226800.0	161.00000)
(230400.0	78.20000)
(234000.0	-0.04430)
(237600.0	-4.62000)
(241200.0	-17.30000)
(244800.0	-8.27000)
(248400.0	-9.54000)
(252000.0	-5.61000)
(255600.0	-10.10000)
(259200.0	-14.90000)
(262800.0	-12.40000)
(266400.0	-11.70000)
(270000.0	-10.50000)
(273600.0	-4.82000)
(277200.0	-6.35000)
(280800.0	-9.61000)
(284400.0	-9.23000)
(288000.0	12.00000)
(291600.0	75.70000)
(295200.0	141.00000)
(298800.0	192.00000)
(302400.0	250.00000)
(306000.0	274.00000)
(309600.0	235.00000)
(313200.0	140.00000)
(316800.0	73.80000)
(320400.0	 6.73000)
(324000.0	-0.29100)
(327600.0	-1.67000)
(331200.0	-4.84000)
(334800.0	-9.34000)
(338400.0	 4.46000)
(342000.0	-8.03000)
(345600.0	-8.60000)
(349200.0	-10.30000)
(352800.0	-15.60000)
(356400.0	-11.10000)
(360000.0	-8.96000)
(363600.0	-14.00000)
(367200.0	-15.80000)
(370800.0	-4.69000)
(374400.0	-2.33000)
(378000.0	49.50000)
(381600.0	133.00000)
(385200.0	151.00000)
(388800.0	154.00000)
(392400.0	139.00000)
(396000.0	137.00000)
(399600.0	91.10000)
(403200.0	35.00000)
(406800.0	 3.99000)
(410400.0	-6.45000)
(414000.0	-1.82000)
(417600.0	-2.34000)
(421200.0	-13.70000)
(424800.0	-9.25000)
(428400.0	-18.20000)
(432000.0	-2.92000)
(435600.0	-1.06000)
(439200.0	-1.62000)
(442800.0	-2.42000)
(446400.0	-1.91000)
(450000.0	-2.98000)
(453600.0	-3.96000)
(457200.0	-1.11000)
(460800.0	 2.78000)
(464400.0	73.50000)
(468000.0	152.00000)
(471600.0	125.00000)
(475200.0	210.00000)
(478800.0	288.00000)
(482400.0	205.00000)
(486000.0	129.00000)
(489600.0	66.20000)
(493200.0	 3.55000)
(496800.0	-1.64000)
(500400.0	-4.10000)
(504000.0	-1.45000)
(507600.0	 6.60000)
(511200.0	-5.33000)
(514800.0	 0.49100)
(518400.0	-13.30000)
(525600.0	-6.50000)
(529200.0	-5.51000)
(532800.0	-6.98000)
(536400.0	-3.71000)
(540000.0	-8.34000)
(543600.0	-2.07000)
(547200.0	15.00000)
(550800.0	70.00000)
(554400.0	174.00000)
(558000.0	236.00000)
(561600.0	295.00000)
(565200.0	201.00000)
(568800.0	149.00000)
(572400.0	176.00000)
(576000.0	87.30000)
(579600.0	19.30000)
(583200.0	-6.35000)
(586800.0	-3.44000)
(590400.0	-7.81000)
(594000.0	-6.04000)
(597600.0	-2.88000)
(601200.0	-4.91000)
(604800.0	-7.05000)
(608400.0	-9.45000)
(612000.0	-6.69000)
(615600.0	-9.29000)
(619200.0	-5.42000)
(622800.0	-6.05000)
(626400.0	-1.60000)
(630000.0	-3.12000)
(633600.0	 8.82000)
(637200.0	89.10000)
(640800.0	160.00000)
(644400.0	209.00000)
(648000.0	266.00000)
(651600.0	248.00000)
(655200.0	202.00000)
)
