(
(     0.0	 0.58500)
(  3600.0	 0.97500)
(  7200.0	-4.35000)
( 10800.0	 2.11000)
( 14400.0	 2.48000)
( 18000.0	 2.44000)
( 21600.0	 2.17000)
( 25200.0	 1.91000)
( 28800.0	 9.09000)
( 32400.0	28.90000)
( 36000.0	51.40000)
( 39600.0	65.90000)
( 43200.0	63.70000)
( 46800.0	49.50000)
( 50400.0	43.20000)
( 54000.0	37.00000)
( 57600.0	32.90000)
( 61200.0	13.80000)
( 64800.0	 3.67000)
( 68400.0	 3.13000)
( 72000.0	 6.15000)
( 75600.0	 3.62000)
( 79200.0	 1.14000)
( 82800.0	 1.65000)
( 86400.0	 3.42000)
( 90000.0	 1.33000)
( 93600.0	 1.07000)
( 97200.0	 0.83900)
(100800.0	 1.33000)
(104400.0	 0.91900)
(108000.0	-15.20000)
(111600.0	 4.61000)
(115200.0	 2.43000)
(118800.0	46.80000)
(122400.0	51.40000)
(126000.0	57.40000)
(129600.0	73.40000)
(133200.0	53.00000)
(136800.0	53.20000)
(140400.0	44.40000)
(144000.0	26.90000)
(147600.0	11.20000)
(151200.0	 7.57000)
(154800.0	-0.22800)
(158400.0	-0.09830)
(162000.0	 1.52000)
(165600.0	 0.22300)
(169200.0	-9.11000)
(172800.0	 1.08000)
(176400.0	-0.02360)
(180000.0	-2.76000)
(183600.0	 6.75000)
(187200.0	-1.06000)
(190800.0	 2.17000)
(194400.0	 2.01000)
(198000.0	 1.07000)
(201600.0	17.50000)
(205200.0	58.40000)
(208800.0	63.30000)
(212400.0	62.80000)
(216000.0	74.10000)
(219600.0	48.80000)
(223200.0	59.20000)
(226800.0	46.00000)
(230400.0	22.50000)
(234000.0	 9.01000)
(237600.0	-0.70900)
(241200.0	 0.00858)
(244800.0	 1.09000)
(248400.0	 5.02000)
(252000.0	 1.40000)
(255600.0	 4.12000)
(259200.0	 4.10000)
(262800.0	 2.49000)
(266400.0	 2.70000)
(270000.0	 2.67000)
(273600.0	 0.44800)
(277200.0	-0.01430)
(280800.0	 2.56000)
(284400.0	 3.17000)
(288000.0	24.80000)
(291600.0	45.90000)
(295200.0	62.20000)
(298800.0	57.00000)
(302400.0	61.20000)
(306000.0	61.70000)
(309600.0	58.80000)
(313200.0	34.30000)
(316800.0	24.60000)
(320400.0	18.10000)
(324000.0	 0.13300)
(327600.0	-0.20900)
(331200.0	 2.14000)
(334800.0	 4.63000)
(338400.0	-3.63000)
(342000.0	 4.31000)
(345600.0	 3.65000)
(349200.0	 3.07000)
(352800.0	 6.03000)
(356400.0	 3.03000)
(360000.0	 2.60000)
(363600.0	 3.95000)
(367200.0	 4.19000)
(370800.0	 1.60000)
(374400.0	12.40000)
(378000.0	54.20000)
(381600.0	46.50000)
(385200.0	41.30000)
(388800.0	58.90000)
(392400.0	57.00000)
(396000.0	21.20000)
(399600.0	19.40000)
(403200.0	32.20000)
(406800.0	 8.91000)
(410400.0	-2.51000)
(414000.0	-0.55900)
(417600.0	-0.16800)
(421200.0	 3.21000)
(424800.0	 2.13000)
(428400.0	 5.13000)
(432000.0	 0.30200)
(435600.0	-8.55000)
(439200.0	 5.55000)
(442800.0	 5.06000)
(446400.0	 2.26000)
(450000.0	 2.15000)
(453600.0	 3.40000)
(457200.0	 1.41000)
(460800.0	-13.80000)
(464400.0	-4.36000)
(468000.0	39.70000)
(471600.0	32.00000)
(475200.0	53.40000)
(478800.0	72.20000)
(482400.0	45.70000)
(486000.0	35.50000)
(489600.0	27.20000)
(493200.0	16.40000)
(496800.0	-1.85000)
(500400.0	-0.22300)
(504000.0	 0.20000)
(507600.0	-3.18000)
(511200.0	 5.17000)
(514800.0	-7.81000)
(518400.0	11.00000)
(525600.0	 5.03000)
(529200.0	 3.69000)
(532800.0	 6.87000)
(536400.0	-0.81400)
(540000.0	-1.39000)
(543600.0	 3.00000)
(547200.0	10.50000)
(550800.0	63.30000)
(554400.0	65.30000)
(558000.0	85.00000)
(561600.0	94.10000)
(565200.0	57.10000)
(568800.0	40.10000)
(572400.0	50.30000)
(576000.0	30.30000)
(579600.0	18.90000)
(583200.0	 0.20000)
(586800.0	-6.22000)
(590400.0	 4.68000)
(594000.0	 2.13000)
(597600.0	-0.53200)
(601200.0	-6.94000)
(604800.0	 5.04000)
(608400.0	 3.12000)
(612000.0	 2.50000)
(615600.0	 3.39000)
(619200.0	 1.53000)
(622800.0	 1.70000)
(626400.0	 0.43800)
(630000.0	 0.48200)
(633600.0	27.00000)
(637200.0	51.80000)
(640800.0	71.00000)
(644400.0	43.30000)
(648000.0	59.90000)
(651600.0	60.50000)
(655200.0	51.50000)
)
